"EMPLOYEE_NO","START_DATE_DATE","START_DATE_TIME","END_DATE_DATE","END_DATE_TIME","AIR_FARE","OTHER_TRANSPORTATION","ACCOMMODATION","MEALS","INCIDENTALS","SUBTOTAL","HOSPITALITY","OTHER_EXPENSES","TOTAL","DESTINATION","MINISTRY","POSITION","PURPOSE"
"1305","20101004","00:00:00","20101013","00:00:00",0.00,272.16,0.00,0.00,0.00,272.16,0.00,0.00,272.16,"Toronto, ON","Children and Youth Services","Assistant Deputy Minister","Travel For Divisional Managers Meeting"
"1309","20101004","00:00:00","20101004","00:00:00",0.00,0.00,98.31,0.00,0.00,98.31,0.00,0.00,98.31,"Sarnia-Gosling","Energy and Infrastructure","Staff to Minister","Staffed Minister at Sarnia Solar/Gosling Wind Farm Trip"
"1328","20101004","00:00:00","20101005","00:00:00",423.88,295.06,292.67,15.00,0.00,1026.61,0.00,17.50,1044.11,"Toronto, ON; Ottawa, ON","Training, Colleges and Universities","Assistant Deputy Minister","Canada's Govt Technology Event (GTECH) and Ottawa instituitional visits"
"1329","20101004","00:00:00","20101005","00:00:00",423.88,123.63,224.87,27.52,0.00,799.90,0.00,0.00,799.90,"Ottawa, ON","Training, Colleges and Universities","Deputy Minister","Postsecondary Institution visits and Canada's Government Technology 2010 Distinc tion Awards Gala"
"1330","20101004","00:00:00","20101005","00:00:00",635.87,77.00,267.81,0.00,0.00,980.68,0.00,0.00,980.68,"Ottawa, ON","Government Services","Corporate Chief I&IT Officer","Travel for Canada's Government Technology Event"
"1366","20101004","00:00:00","20101006","00:00:00",6788.50,0.00,442.66,916.22,0.00,8147.38,0.00,0.00,8147.38,"Germany","Economic Development and Trade","Minister","Mission to Germany to be keynote speaker at IZB (International Auto Supplier Fai r); meetings to promote investments in Ontario with companies in Munich"
"1373","20101004","00:00:00","20101005","00:00:00",423.88,32.00,157.07,8.75,0.00,621.70,0.00,0.00,621.70,"Ottawa, ON","Community and Social Services","Deputy Minister","Travel to visit the Eastern Regional Office"
"1439","20101004","00:00:00","20101005","00:00:00",0.00,0.00,98.31,0.00,47.78,146.09,0.00,0.00,146.09,"Sarnia/Gosling, ON","Energy and Infrastructure","Staff to Minister","Accompanied Minister at Sarnia Solar/Gosling Wind Farm Trip"
"1443","20101004","00:00:00","20101007","00:00:00",1032.09,215.00,593.25,66.21,0.00,1906.55,0.00,0.00,1906.55,"Toronto, ON","Northern Development, Mines and Forestry","Assistant Deputy Minister","Travel for Estimates Committee and Provincial Forest Policy Committee"
"1455","20101004","00:00:00","20101005","00:00:00",407.72,25.00,157.07,24.01,0.00,613.80,0.00,0.00,613.80,"Ottawa, ON","Community and Social Services","Assistant Deputy Minister","Support Deputy Minister's visit to Eastern Regional Office."
"1022","20101005","00:00:00","20101012","00:00:00",0.00,155.98,0.00,0.00,30.00,185.98,0.00,0.00,185.98,"Ottawa, ON","Office of the Premier","Staff to Minister","Advance visit and provided operational assistance to Premier during an announcem ent at ASC signal"
"1035","20101005","00:00:00","20101005","00:00:00",0.00,180.80,0.00,0.00,0.00,180.80,0.00,0.00,180.80,"London, ON","Government Services","Assistant Deputy Minister","Travel for Town Hall meeting"
"1037","20101005","00:00:00","20101013","00:00:00",1219.33,242.62,881.82,22.44,26.00,2392.21,0.00,0.00,2392.21,"Brussels, Belgium","Economic Development and Trade","Assistant Deputy Minister","Travel for meetings with the European Union"
"1103","20101005","00:00:00","20101005","00:00:00",0.00,79.60,0.00,0.00,0.00,79.60,0.00,0.00,79.60,"Barrie, ON","Community Safety and Correctional Services","Chief Information Officer","Travel to attend a government meeting"
"1126","20101005","00:00:00","20101029","00:00:00",0.00,537.60,109.61,0.00,0.00,647.21,0.00,0.00,647.21,"London, ON, Toronto, ON, Niagara-on-the-lake, ON","Transportation","Assistant Deputy Minister","Routine expenses related to the ministry's operations for the month of October"
"1162","20101005","00:00:00","20101006","00:00:00",0.00,0.00,134.47,0.00,0.00,134.47,0.00,17.50,151.97,"Barrie, ON","Community Safety and Correctional Services","Assistant Deputy Minister","Meeting with ministry officials"
"1292","20101005","00:00:00","20101006","00:00:00",578.39,125.00,0.00,8.75,0.00,712.14,0.00,0.00,712.14,"Ottawa, ON","Government Services","Deputy Minister","Travel to Government Technology Conference as a Speaker. Cost for the hotel acco mmodation was paid centrally by the ministry"
"1292","20101005","00:00:00","20101005","00:00:00",0.00,24.00,0.00,0.00,0.00,24.00,0.00,0.00,24.00,"London, ON","Government Services","Deputy Minister","Travel to Town Hall meetings"
"1314","20101005","00:00:00","20101125","00:00:00",0.00,262.54,0.00,11.71,33.84,308.09,0.00,0.00,308.09,"Hamilton, Sudbury, North York, Guelph, ON","Government Services","Assistant Deputy Minister","Attend Divisional Staff Meetings"
"1440","20101005","00:00:00","20101005","00:00:00",712.58,100.00,0.00,0.00,0.00,812.58,0.00,0.00,812.58,"Ottawa, ON","Education","Assistant Deputy Minister","Visit La Cite Collegiale"
"1176","20101006","00:00:00","20101007","00:00:00",0.00,0.00,268.94,0.00,0.00,268.94,0.00,0.00,268.94,"Waterloo, ON","Research and Innovation","Staff to Minister","Perimeter Institute Lecture"
"1185","20101006","00:00:00","20101006","00:00:00",0.00,42.00,0.00,0.00,0.00,42.00,0.00,0.00,42.00,"Mississauga, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Travel for Greenhouse Conference"
"1209","20101006","00:00:00","20101009","00:00:00",0.00,43.00,648.62,26.73,0.00,718.35,0.00,0.00,718.35,"Ottawa, ON","Transportation","Chief Information Officer","OC Transpo Meeting & GTEC Conference"
"1229","20101006","00:00:00","20101006","00:00:00",0.00,69.96,0.00,0.00,0.00,69.96,0.00,0.00,69.96,"St Catharines, On","Health Promotion","Staff to Minister","Representing the Ministry of Health Promotion and Sport Launch Quit Run Chill at Brock University"
"1272","20101006","00:00:00","20101006","00:00:00",0.00,0.00,0.00,19.73,0.00,19.73,0.00,0.00,19.73,"Toronto, ON","Labour","Assistant Deputy Minister","Expense related to the ministry's operation"
"1302","20101006","00:00:00","20101022","00:00:00",0.00,33.00,287.45,62.89,0.00,383.34,0.00,25.88,409.22,"Peterborough, ON","Natural Resources","Assistant Deputy Minister","Regular Business Travel and 1 group meal."
"1322","20101006","00:00:00","20101007","00:00:00",0.00,0.00,118.65,0.00,0.00,118.65,0.00,0.00,118.65,"Waterloo, ON","Research and Innovation","Minister","Perimeter Institute - Meeting with Business Leaders"
"1325","20101006","00:00:00","20101007","00:00:00",1078.98,100.80,125.43,17.41,0.00,1322.62,0.00,50.11,1372.73,"Detroit, MI, United States","Economic Development and Trade","Assistant Deputy Minister","Meeting with stakeholder"
"1423","20101006","00:00:00","20101020","00:00:00",0.00,33.50,0.00,20.00,0.00,53.50,0.00,0.00,53.50,"Toronto, ON","Aboriginal Affairs","Deputy Minister","Routine expenses related to the ministry's operations for the month of October."
"1453","20101006","00:00:00","20101202","00:00:00",0.00,41.25,0.00,0.00,0.00,41.25,0.00,0.00,41.25,"Toronto, ON","Finance","Deputy Minister","Routine expenses related to the ministry's operations for the month of October a nd December"
"1463","20101006","00:00:00","20101007","00:00:00",904.36,252.30,207.17,6.50,0.00,1370.33,0.00,0.00,1370.33,"Vancouver, BC","Energy and Infrastructure","Assistant Deputy Minister","Travel to attend Utility of the Future Conference"
"1007","20101007","00:00:00","20101027","00:00:00",0.00,140.80,0.00,0.00,0.00,140.80,0.00,0.00,140.80,"Toronto, ON","Revenue","Assistant Deputy Minister","Routine expenses related to ministry operations for the month of October 2010"
"1013","20101007","00:00:00","20101009","00:00:00",0.00,91.76,141.25,30.43,50.88,314.32,0.00,0.00,314.32,"London, ON","Office of the Premier","Staff to Minister","To provide technical support for Premier and staff at event in London - Full day Kindergarten- Stoney Creek Public School"
"1033","20101007","00:00:00","20101008","00:00:00",591.31,67.50,0.00,22.50,0.00,681.31,0.00,0.00,681.31,"Thunder Bay, ON","Northern Development and Mines","Staff to Minister","Northern Ontario Heritage Fund (NOHFC) Board Meeting"
"1048","20101007","00:00:00","20101008","00:00:00",1038.24,49.61,134.47,0.00,0.00,1222.32,0.00,0.00,1222.32,"Timmins, ON","Community Safety and Correctional Services","Fire Marshal of Ontario","To attend an Investiture"
"1077","20101007","00:00:00","20101008","00:00:00",0.00,0.00,141.25,21.89,0.00,163.14,0.00,0.00,163.14,"London, On","Office of the Premier","Staff to Minister","Provided executive support to the Premier at Full Day Kindergarten event in Lond on, Ontario"
"1133","20101007","00:00:00","20101028","00:00:00",1022.70,36.00,0.00,0.00,0.00,1058.70,0.00,0.00,1058.70,"Toronto, ON","Office of the Premier","Staff to Minister","Travel for regularly scheduled briefings and meetings; communications and issues management"
"1211","20101007","00:00:00","20101008","00:00:00",754.43,96.00,0.00,27.99,0.00,878.42,0.00,0.00,878.42,"Thunder Bay, ON","Northern Development and Mines","Staff to Minister","Northern Ontario Heritage Fund (NOHFC) Board Meeting"
"1289","20101007","00:00:00","20101007","00:00:00",0.00,0.00,141.25,0.00,0.00,141.25,0.00,0.00,141.25,"London, ON","Office of the Premier","Minister","Attended full day Kindergarten event"
"1308","20101007","00:00:00","20101007","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,24.38,0.00,24.38,"Toronto, ON","Training, Colleges and Universities","Minister","Business Meeting / Working Breakfast"
"1333","20101007","00:00:00","20101008","00:00:00",0.00,18.00,141.25,30.06,0.00,189.31,0.00,0.00,189.31,"London, ON","Office of the Premier","Staff to Minister","Provided media support to Premier McGuinty at the Stoney Creek Public School vis it and media interviews"
"1334","20101007","00:00:00","20101007","00:00:00",942.82,0.00,0.00,0.00,0.00,942.82,0.00,0.00,942.82,"Thunder Bay, ON","Northern Development, Mines and Forestry","Deputy Minister","Northern Ontario Heritage Fund Corporation Board Meeting"
"1043","20101008","00:00:00","20101008","00:00:00",0.00,35.00,0.00,0.00,0.00,35.00,0.00,0.00,35.00,"Toronto, ON","Municipal Affairs and Housing","Staff to Minister","Attended the Provincial Policy Statement Review Session"
"1113","20101008","00:00:00","20101008","00:00:00",423.28,71.00,0.00,0.00,0.00,494.28,0.00,0.00,494.28,"Ottawa, ON","Citizenship and Immigration","Staff to Minister","Staffing meeting with Federal Minister of Citizenship and Immigration"
"1141","20101008","00:00:00","20101130","00:00:00",0.00,143.60,236.17,0.00,0.00,379.77,0.00,0.00,379.77,"Toronto, ON, London, ON, St. Catharines, ON","Transportation","Assistant Deputy Minister","Routine expenses related to the ministry's operationsfor the month of October an d November"
"1188","20101008","00:00:00","20101008","00:00:00",747.21,28.00,0.00,0.00,0.00,775.21,0.00,0.00,775.21,"Ottawa, On","Citizenship and Immigration","Minister","Meeting with Federal Minister of Citizenship and Immigration"
"1340","20101008","00:00:00","20101109","00:00:00",0.00,0.00,116.94,0.00,31.00,147.94,0.00,0.00,147.94,"North Bay, ON","Cabinet Office","Staff to Minister","Drove Minister Smith to North Bay"
"1377","20101008","00:00:00","20101008","00:00:00",0.00,205.60,0.00,0.00,0.00,205.60,0.00,0.00,205.60,"Kingston, ON","Aboriginal Affairs","Assistant Deputy Minister","Travel for Executive learning and development"
"1114","20101009","00:00:00","20101010","00:00:00",0.00,36.84,0.00,0.00,25.28,62.12,0.00,0.00,62.12,"Kitchener, ON","Training, Colleges and Universities","Staff to Minister","Staffing Minister for meeting with Charles Sturt University at local Kitchener M TCU Office"
"1473","20101009","00:00:00","20101012","00:00:00",0.00,172.91,0.00,11.25,0.00,184.16,0.00,0.00,184.16,"Oshawa, ON","Office of the Premier","Staff to Minister","Provided operational support to Premier during his tour of the University of O ntario Institute of Technology."
"1075","20101011","00:00:00","20101016","00:00:00",1417.36,111.00,780.58,74.40,0.00,2383.34,0.00,0.00,2383.34,"Chicago, IL","Education","Assistant Deputy Minister","21st Century Learning Summit Conference"
"1456","20101011","00:00:00","20101012","00:00:00",0.00,323.05,134.61,21.10,0.00,478.76,0.00,0.00,478.76,"Windsor, ON Detroit, MI","Economic Development","Staff to Minister","Attended the Electric Vehicle Conference called The Business of Plugging In - Mi nister Pupatello attended as a guest speaker and panelist"
"1014","20101012","00:00:00","20101122","00:00:00",530.35,250.95,0.00,0.00,0.00,781.30,0.00,0.00,781.30,"Peterborough, ON; Thunder Bay, ON","Government Services","Associate Deputy Minister","Travel for Town Hall meetings. Air expense includes Sudbury flight cancellation fee."
"1016","20101012","00:00:00","20101012","00:00:00",0.00,53.79,0.00,0.00,0.00,53.79,0.00,0.00,53.79,"Durham, ON","Office of the Premier","Staff to Minister","Provided media support for Premier McGuinty's visit to Durham at ASC Signal Corp"
"1031","20101012","00:00:00","20101012","00:00:00",0.00,115.20,0.00,0.00,0.00,115.20,0.00,0.00,115.20,"London, ON","Community and Social Services","Assistant Deputy Minister","Visit to South West Regional Office"
"1042","20101012","00:00:00","20101014","00:00:00",947.07,0.00,614.58,0.00,0.00,1561.65,0.00,0.00,1561.65,"Vancouver, BC","Community Safety and Correctional Services","Minister","Travel to Vancouver to attend the Federal-Provincial-Territorial Meeting of Mini sters Responsible for Justice"
"1090","20101012","00:00:00","20101015","00:00:00",823.90,34.43,614.58,14.38,0.00,1487.29,0.00,51.67,1538.96,"Vancouver, BC","Community Safety and Correctional Services","Deputy Minister","Travel to attend meeting with other levels of government. Travel includes two gr oup meals."
"1187","20101012","00:00:00","20101014","00:00:00",346.91,81.16,409.72,20.00,0.00,857.79,0.00,0.00,857.79,"Vancouver, BC","Community Safety and Correctional Services","Deputy Minister","Travel for Federal Provincial Territorial meeting."
"1232","20101012","00:00:00","20101014","00:00:00",1651.65,74.00,264.41,26.77,0.00,2016.83,0.00,0.00,2016.83,"Sioux Lookout, Thunder Bay, ON.","Community Safety and Correctional Services","Deputy Chief Coroner for Ontario","Travel to attend stakeholder meeting"
"1279","20101012","00:00:00","20101017","00:00:00",1103.35,70.00,614.58,0.00,0.00,1787.93,0.00,0.00,1787.93,"Vancouver, BC","Community Safety and Correctional Services","Assistant Deputy Minister","Attend Federal, Provincial and Territorial Ministers Meeting"
"1292","20101012","00:00:00","20101012","00:00:00",0.00,7.00,0.00,0.00,0.00,7.00,0.00,0.00,7.00,"Peterborough, ON","Government Services","Deputy Minister","Travel to Town Hall Meetings"
"1350","20101012","00:00:00","20101012","00:00:00",0.00,80.00,614.58,0.00,0.00,694.58,0.00,0.00,694.58,"Vancouver, BC","Community Safety and Correctional Services","Staff to Minister","Staff Minister for the Federal-Povincial-Territories Meeting of Ministers Respon sible for Justice"
"1350","20101012","00:00:00","20101014","00:00:00",947.07,0.00,0.00,0.00,0.00,947.07,0.00,0.00,947.07,"Vancouver, B.C","Community Safety and Correctional Services","Staff to Minister","Travel to Vancouver to staff the Minister for the Federal-Provincial-Territories Meeting of Ministers Responsible for Justice"
"1352","20101012","00:00:00","20110204","00:00:00",0.00,198.00,0.00,0.00,0.00,198.00,100.08,170.47,468.55,"Toronto, ON","Tourism and Culture","Assistant Deputy Minister","Travel expenses related to operational business meetings."
"1393","20101012","00:00:00","20101015","00:00:00",1554.22,38.00,614.58,0.00,0.00,2206.80,0.00,0.00,2206.80,"Vancouver, BC","Attorney General","Deputy Attorney General","Travel for Federal Provincial Territorial meeting of Ministers Responsible for J ustice"
"1420","20101012","00:00:00","20101026","00:00:00",0.00,163.35,0.00,0.00,0.00,163.35,0.00,0.00,163.35,"Toronto, ON Mississauga, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Routine expenses related to ministry operations for the month of October"
"1063","20101013","00:00:00","20101015","00:00:00",864.58,38.25,439.80,0.00,0.00,1342.63,0.00,0.00,1342.63,"Vancouver, British Columbia","Tourism and Culture","Minister","To represent the Government of Ontario at the Meeting of the Federal, Provincial , Territorial Ministers for Tourism"
"1091","20101013","00:00:00","20101015","00:00:00",813.51,0.00,439.80,0.00,0.00,1253.31,0.00,0.00,1253.31,"Vancouver, BC","Tourism and Culture","Deputy Minister","Travel for Tourism Ministers meeting."
"1184","20101013","00:00:00","20101014","00:00:00",613.89,135.40,111.87,8.75,0.00,869.91,0.00,0.00,869.91,"Sudbury, ON","Natural Resources","Chief Information Officer","Senior Managers Meeting"
"1203","20101013","00:00:00","20101013","00:00:00",958.38,40.00,0.00,0.00,0.00,998.38,0.00,0.00,998.38,"Ottawa, ON","Energy and Infrastructure","Assistant Deputy Minister","To meet with Foreign Affairs and International Trade Canada."
"1226","20101013","00:00:00","20101016","00:00:00",0.00,8.75,710.06,13.98,3.50,736.29,0.00,0.00,736.29,"Vancouver, BC","Tourism and Culture","Assistant Deputy Minister","Travel expenses incurred during the Tourism Federal-Provincial-Territorial Minis ters' Meeting."
"1239","20101013","00:00:00","20101015","00:00:00",899.39,169.98,438.47,36.36,0.00,1544.20,0.00,0.00,1544.20,"Vancouver, BC","Attorney General","Assistant Deputy Attorney General","To attend Federal Provincial Territorial conference"
"1256","20101013","00:00:00","20101019","00:00:00",0.00,70.00,168.37,10.08,0.00,248.45,0.00,62.50,310.95,"Toronto , ON","Natural Resources","Assistant Deputy Minister","Routine Government Meetings, including one group meal."
"1283","20101013","00:00:00","20101208","00:00:00",867.97,73.00,439.80,11.25,0.00,1392.02,0.00,0.00,1392.02,"Vancouver, BC","Tourism and Culture","Staff to Minister","Federal/Provincial-Territorial Minister's Meeting"
"1292","20101013","00:00:00","20101013","00:00:00",655.17,11.00,0.00,0.00,0.00,666.17,0.00,0.00,666.17,"Thunder Bay, ON","Government Services","Deputy Minister","Travel to Town Hall meetings"
"1325","20101013","00:00:00","20101013","00:00:00",1917.20,217.24,0.00,30.06,0.00,2164.50,0.00,0.00,2164.50,"Washington, DC, United States","Economic Development and Trade","Assistant Deputy Minister","Travel to meeting with stakeholder"
"1334","20101013","00:00:00","20101014","00:00:00",0.00,0.00,123.17,0.00,0.00,123.17,0.00,0.00,123.17,"Sudbury, ON","Northern Development, Mines and Forestry","Deputy Minister","Travel to attend Manager's Retreat"
"1392","20101013","00:00:00","20101104","00:00:00",4002.07,113.50,1618.73,120.68,49.54,5904.52,0.00,0.00,5904.52,"China","Economic Development and Trade","Staff to Minister","Provided policy support to Minister Pupatello at the China Trade Mission"
"1434","20101013","00:00:00","20101014","00:00:00",0.00,0.00,209.62,0.00,0.00,209.62,0.00,0.00,209.62,"Barrie, ON","Municipal Affairs and Housing","Assistant Deputy Minister","Travel for the purpose of attending Divisional Leadership Meeting"
"1443","20101013","00:00:00","20101014","00:00:00",0.00,0.00,123.17,13.42,0.00,136.59,0.00,0.00,136.59,"Sudbury, ON","Northern Development, Mines and Forestry","Assistant Deputy Minister","Travel for Managers Meeting"
"1481","20101013","00:00:00","20101013","00:00:00",0.00,4.50,0.00,0.00,0.00,4.50,0.00,0.00,4.50,"Toronto, ON","Children and Youth Services","Deputy Minister","Routine expenses related to the ministry's operations for the month of October"
"1118","20101014","00:00:00","20101014","00:00:00",0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,"Toronto, ON","Energy and Infrastructure","Deputy Minister","Routine expenses related to the Ministry's operations for the month of October."
"1158","20101014","00:00:00","20101014","00:00:00",1235.34,0.00,109.55,0.00,11.30,1356.19,0.00,0.00,1356.19,"Kenora, Sioux Lookout, ON","Northern Development and Mines","Minister","Forestry Announcement and grand opening of the Sioux Lookout Meno Ya Win Hospita l"
"1215","20101014","00:00:00","20101015","00:00:00",1255.80,0.00,124.30,14.69,0.00,1394.79,0.00,0.00,1394.79,"Sioux Lookout, ON","Health and Long Term Care","Staff to Minister","Grand Opening of Health Centre & Meeting with NW LHIN Board."
"1235","20101014","00:00:00","20101028","00:00:00",1851.45,317.95,555.96,20.00,0.00,2745.36,0.00,0.00,2745.36,"Peterborough, ON, Timmins, ON, Sault Ste. Marie, ON","Natural Resources","Assistant Deputy Minister","Routine Business Meetings"
"1236","20101014","00:00:00","20101015","00:00:00",482.51,14.75,126.50,5.60,11.30,640.66,0.00,0.00,640.66,"Sioux Lookout / Kenora, ON","Northern Development, Mines and Forestry","Staff to Minister","Opening of Sioux Lookout Meno-Ya-Win Hospital and Forestry Announcement Event"
"1261","20101014","00:00:00","20101014","00:00:00",0.00,42.49,0.00,0.00,40.85,83.34,0.00,0.00,83.34,"London, ON","Government Services","Staff to Minister","Accompanied Minister at Supply Ontario Event"
"1277","20101014","00:00:00","20101015","00:00:00",1255.80,0.00,124.30,14.69,0.00,1394.79,0.00,0.00,1394.79,"Sioux Lookout, On","Health and Long Term Care","Minister","Grand opening of Health Centre & meeting with NW LHIN Board"
"1277","20101014","00:00:00","20101014","00:00:00",679.13,0.00,0.00,0.00,0.00,679.13,0.00,0.00,679.13,"Sioux Lookout","Health and Long Term Care","Minister","Grand opening of Health Centre & Meeting with NW LHIN Board"
"1360","20101014","00:00:00","20101015","00:00:00",0.00,66.43,0.00,18.34,0.00,84.77,0.00,0.00,84.77,"Waterloo, ON","Economic Development and Trade","Staff to Minister","Expenses occured while staffing Minister Pupatello at the DALSA Announcement"
"1388","20101014","00:00:00","20101217","00:00:00",0.00,129.60,0.00,0.00,0.00,129.60,0.00,0.00,129.60,"Toronto, Oshawa, ON","Community and Social Services","Assistant Deputy Minister","Routine Monthly expenses related to Minisrty operations for the months of Octobe r 2010 to December 2010"
"1401","20101014","00:00:00","20101014","00:00:00",0.00,0.00,0.00,42.57,0.00,42.57,0.00,0.00,42.57,"Haliburton, ON","Children and Youth Services","Staff to Minister","Visit stakeholders in Haliburton"
"1423","20101014","00:00:00","20101015","00:00:00",538.08,0.00,126.50,0.00,0.00,664.58,0.00,0.00,664.58,"Sioux Lookout, ON","Aboriginal Affairs","Deputy Minister","Travel to meet with Stakeholders"
"1022","20101015","00:00:00","20101019","00:00:00",0.00,72.72,0.00,0.00,53.70,126.42,0.00,0.00,126.42,"Toronto, Guelph, ON","Office of the Premier","Staff to Minister","Advance trip and provided operational support to the Premier for a FIT announcem ent"
"1209","20101015","00:00:00","20101123","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.98,53.98,"Toronto, ON","Transportation","Chief Information Officer","Two group meals in October & November"
"1367","20101015","00:00:00","20101015","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,22.50,"Toronto, ON","Citizenship and Immigration","Deputy Minister","Lunch business meeting with staff."
"1419","20101015","00:00:00","20101023","00:00:00",2008.63,164.00,504.73,0.00,33.00,2710.36,0.00,0.00,2710.36,"Nanjing, China","Environment","Assistant Deputy Minister","Travel Expenses for Ministry business trip to China in Oct 2010"
"1037","20101016","00:00:00","20101026","00:00:00",1907.50,657.42,1035.08,215.20,20.00,3835.20,0.00,0.00,3835.20,"Ottawa, ON","Economic Development and Trade","Assistant Deputy Minister","Travel for Canada Europe Trade Agreement Round 5 Negotiations - includes 3 round trip air fares"
"1160","20101016","00:00:00","20101108","00:00:00",0.00,279.63,0.00,0.00,0.00,279.63,0.00,0.00,279.63,"Richmond Hill, ON , Owen Sound, ON and Kitchener, ON","Education","Assistant Deputy Minister","School site visit and Early Learning Program meeting"
"1226","20101016","00:00:00","20101021","00:00:00",2473.52,7.64,827.58,34.39,0.00,3343.13,0.00,0.00,3343.13,"Shanghai and Beijing, China","Tourism and Culture","Assistant Deputy Minister","Travel for the Canadian Tourism Mission."
"1469","20101016","00:00:00","20101022","00:00:00",427.65,167.90,1037.34,169.94,0.00,1802.83,0.00,0.00,1802.83,"Toronto/Ottawa/Toronto, ON","Labour","Assistant Deputy Minister","Travel for Federal/Provincial/Territorial European Union Trade Agreement Meeting"
"1012","20101018","00:00:00","20101023","00:00:00",660.13,120.00,535.20,88.67,0.00,1404.00,0.00,0.00,1404.00,"Saskatoon, SK","Attorney General","Assistant Deputy Attorney General","Attended Heads of Prosecutions Meeting"
"1022","20101018","00:00:00","20101022","00:00:00",0.00,123.47,0.00,9.14,120.40,253.01,0.00,0.00,253.01,"Toronto, ON","Office of the Premier","Staff to Minister","Advance trip and provided operational support to the Premier for a tour of of OP P headquarters and participation in the OPPA AGM"
"1027","20101018","00:00:00","20101018","00:00:00",493.40,0.00,124.29,44.44,0.00,662.13,0.00,0.00,662.13,"Fort Francis, ON","Aboriginal Affairs","Minister","Minister's travel to Nigigoonsiminkaaning First Nation Grand Council Treaty #3 N ational and Chief's Assembly"
"1040","20101018","00:00:00","20101018","00:00:00",491.92,169.00,0.00,15.00,0.00,675.92,0.00,0.00,675.92,"Ottawa, ON","Municipal Affairs and Housing","Staff to Minister","Attended the Building Code Consultation Session"
"1057","20101018","00:00:00","20101018","00:00:00",0.00,36.76,0.00,0.00,0.00,36.76,0.00,0.00,36.76,"Oshawa, ON","Training, Colleges and Universities","Staff to Parliamentary Assistant","Staffing Parliamentary Assistant for Opening of Trent University Oshawa Campus"
"1070","20101018","00:00:00","20101018","00:00:00",521.21,69.35,123.17,0.00,0.00,713.73,0.00,0.00,713.73,"Ottawa, ON","Finance","Staff to Minister","Speaking Engagement at Stakeholder Meeting"
"1087","20101018","00:00:00","20101022","00:00:00",1526.62,109.70,327.70,80.74,0.00,2044.76,0.00,0.00,2044.76,"Thunder Bay, Kenora, Dryden and Ignace, ON","Government Services","Assistant Deputy Minister","Travel to ServiceOntario Regional Offices"
"1115","20101018","00:00:00","20101103","00:00:00",0.00,496.83,551.44,95.00,0.00,1143.27,0.00,0.00,1143.27,"London, Hamilton and Kingston, ON","Government Services","Assistant Deputy Minister","Travel for 6 Central Services Division Divisional Days"
"1193","20101018","00:00:00","20101019","00:00:00",493.40,0.00,124.29,8.75,0.00,626.44,0.00,0.00,626.44,"Fort Francis, ON","Aboriginal Affairs","Staff to Minister","Accompanied Minister to Nigigoonsiminkaaning First Nation Grand Council Treaty # 3 National and Chiefs Assembly"
"1219","20101018","00:00:00","20101018","00:00:00",417.44,0.00,0.00,0.00,0.00,417.44,0.00,0.00,417.44,"Ottawa, ON","Health and Long Term Care","Chief Medical Officer of Health","Appearance at Standing Committee on Social Affairs, Science and Technology"
"1280","20101018","00:00:00","20101018","00:00:00",560.76,0.00,0.00,0.00,0.00,560.76,0.00,0.00,560.76,"Ottawa, ON","Finance","Staff to Minister","Speaking Engagement at Stakeholder Event"
"1386","20101018","00:00:00","20101019","00:00:00",742.36,119.00,310.85,0.00,0.00,1172.21,0.00,0.00,1172.21,"Halifax, NS","Research and Innovation","Deputy Minister","Travel for a conference on Advancement of Health Innovations"
"1424","20101018","00:00:00","20101019","00:00:00",0.00,97.00,157.07,20.00,0.00,274.07,0.00,0.00,274.07,"Ottawa, ON","Health and Long Term Care","Assistant Deputy Minister","To attend Senate Committee Meeting"
"1424","20101018","00:00:00","20101019","00:00:00",529.88,0.00,0.00,0.00,0.00,529.88,0.00,0.00,529.88,"Ottawa, ON","Health and Long Term Care","Assistant Deputy Minister","To Attend Senate Committee Meeting"
"1467","20101018","00:00:00","20101019","00:00:00",512.39,35.00,124.39,13.17,0.00,684.95,0.00,0.00,684.95,"Fort Francis, ON","Aboriginal Affairs","Staff to Minister","Accompanied Minister to Nigigoonsiminkaaning First Nation Grand Council Treaty # 3 National and Chiefs Assembly"
"1023","20101019","00:00:00","20101021","00:00:00",833.32,126.00,415.28,14.91,0.00,1389.51,0.00,0.00,1389.51,"St. John's, NL","Environment","Deputy Minister","Travel to the Canadian Council of Ministers of the Environment Meeting"
"1075","20101019","00:00:00","20101105","00:00:00",2498.37,124.14,906.60,136.49,0.00,3665.60,0.00,0.00,3665.60,"Beijing, China","Education","Assistant Deputy Minister","Global Education Leadership Program"
"1168","20101019","00:00:00","20101021","00:00:00",1009.03,0.00,415.28,0.00,0.00,1424.31,0.00,0.00,1424.31,"St. John's, NF","Environment","Staff to Minister","Staffed Minister Wilkinson at annual Canadian Council of Minister's of Environme nt to discuss environment policy issues that affect Ontario"
