Posição;Município;População
2176;Terra Rica;14955
2177;Terenos;14952
2178;Igaporã;14944
2179;Iracema;14943
2180;Coribe;14931
2181;Rio do Antônio;14926
2182;São Paulo do Potengi;14918
2183;Fortuna;14903
2184;Santa Maria do Suaçuí;14889
2185;Jardim Alegre;14867
2186;Uiraúna;14855
2187;Xapuri;14848
2188;Rio Casca;14846
2189;Fortim;14825
2190;Matupá;14821
2191;Nova Ipixuna;14808
2192;Brasópolis;14807
2193;Cesário Lange;14795
2194;Rio Piracicaba;14792
2195;Xexéu;14779
2196;Cambuci;14772
2197;Piquete;14766
2198;Itapagipe;14755
2199;Itaporanga;14752
2200;Axixá;14743
2201;Santa Margarida;14716
2202;Tabatinga;14712
2203;Alagoinha;14704
2204;João Neiva;14697
2205;Santa Luzia;14695
2206;Frei Miguelinho;14692
2207;Milhã;14691
2208;Santana do Matos;14690
2209;Guajará;14684
2210;Pé de Serra;14683
2211;Capitão Enéas;14682
2212;Casinhas;14675
2213;Sobradinho;14675
2214;Novo Triunfo;14666
2215;Jacaraci;14656
2216;Itirapina;14655
2217;Magalhães de Almeida;14653
2218;Itajobi;14652
2219;Maria da Fé;14646
2220;Santo Antônio dos Lopes;14637
2221;São Francisco do Maranhão;14632
2222;Mucugê;14629
2223;Santo Cristo;14625
2224;Nova Resende;14623
2225;Itaetê;14614
2226;Ribeirão do Largo;14612
2227;Brasnorte;14609
2228;Inajá;14605
2229;Virgem da Lapa;14602
2230;Porto Grande;14598
2231;Tarumirim;14588
2232;Satuba;14584
2233;Elesbão Veloso;14577
2234;Hidrolândia;14577
2235;Heliópolis;14575
2236;Perdizes;14572
2237;Senador José Porfírio;14566
2238;Ribeira do Amparo;14566
2239;Alto Alegre;14562
2240;Aurelino Leal;14559
2241;Rebouças;14558
2242;Governador Edison Lobão;14557
2243;Andaraí;14554
2244;Ipiranga;14542
2245;Conceição do Lago-Açu;14535
2246;Taguatinga;14528
2247;Mortugaba;14508
2248;Alfredo Chaves;14507
2249;Panorama;14502
2250;Italva;14496
2251;Caldas;14491
2252;Eldorado;14490
2253;Guareí;14490
2254;Balneário Piçarras;14490
2255;Marcelândia;14482
2256;Mucambo;14481
2257;Santa Cruz;14466
2258;Santa Filomena;14465
2259;Barra do Mendes;14458
2260;Santa Adélia;14448
2261;Santa Bárbara do Pará;14439
2262;Cairu;14438
2263;Aracatu;14437
2264;Entre Rios de Minas;14426
2265;Mamborê;14421
2266;Mazagão;14418
2267;Coronel Sapucaia;14416
2268;Tavares;14414
2269;Cotriguaçu;14406
2270;Itamonte;14398
2271;Turvo;14391
2272;Manoel Vitorino;14389
2273;Mâncio Lima;14387
2274;Serafina Corrêa;14387
2275;Anori;14386
2276;Dores do Indaiá;14380
2277;Borborema;14376
2278;Beruri;14374
2279;Vila Bela da Santíssima Trindade;14362
2280;Guiratinga;14360
2281;Andorinha;14359
2282;Lagoa Real;14359
2283;Porecatu;14358
2284;Várzea Nova;14357
2285;Jatobá;14342
2286;Massaranduba;14331
2287;Ibipitanga;14327
2288;Alto Araguaia;14324
2289;Muqui;14322
2290;Porto Acre;14309
2291;São Simão;14308
2292;Biritinga;14307
2293;Pouso Redondo;14307
2294;Auriflama;14298
2295;Tupi Paulista;14298
2296;Atalaia do Norte;14292
2297;São Simão;14280
2298;Jupi;14274
2299;Engenheiro Beltrão;14273
2300;Tenente Portela;14273
2301;Presidente Dutra;14264
2302;Mata Roma;14252
2303;Apuiarés;14251
2304;Maribondo;14249
2305;Carmo de Minas;14236
2306;São João do Triunfo;14226
2307;Passo de Camaragibe;14225
2308;Glória;14223
2309;Itagi;14217
2310;Itaguaçu;14212
2311;Presidente Getúlio;14212
2312;Bonito;14205
2313;Mirinzal;14201
2314;Bicas;14180
2315;Joaquim Pires;14175
2316;Uibaí;14160
2317;Barra de Santo Antônio;14159
2318;Antônio Prado;14159
2319;Felixlândia;14158
2320;Sairé;14155
2321;Itapetim;14140
2322;Cristópolis;14140
2323;Jardim de Piranhas;14139
2324;Campinápolis;14137
2325;Lauro Muller;14131
2326;Simões;14128
2327;Alexandria;14127
2328;Cotegipe;14127
2329;Cujubim;14122
2330;Sítio do Quinto;14122
2331;São José do Cedro;14122
2332;Palmeirais;14117
2333;Arroio dos Ratos;14114
2334;Uruana;14110
2335;Jacaraú;14102
2336;Pedro Velho;14073
2337;Teixeira;14064
2338;Tururu;14057
2339;Vila Valério;14044
2340;Presidente Jânio Quadros;14039
2341;Cabo Verde;14024
2342;Garuva;14022
2343;Baianópolis;14019
2344;Barbosa Ferraz;14017
2345;Planalto;14007
2346;Mulungu do Morro;14006
2347;Alto Longá;14004
2348;Barro Alto;13990
2349;Guapó;13974
2350;Costa Marques;13973
2351;Orocó;13968
2352;Epitaciolândia;13960
2353;Japoatã;13944
2354;Capitão Leônidas Marques;13929
2355;Engenheiro Coelho;13914
2356;Porto Belo;13910
2357;Santo Augusto;13910
2358;Bady Bassitt;13898
2359;Ipanguaçu;13868
2360;Salinas da Margarida;13850
2361;Boa Esperança do Sul;13835
2362;Rio de Contas;13823
2363;Mozarlândia;13815
2364;Santa Branca;13811
2365;Urupá;13785
2366;Cafelândia;13776
2367;Jiquiriçá;13771
2368;Mirandiba;13757
2369;Cacequi;13750
2370;Alterosa;13744
2371;Boninal;13738
2372;Matias Barbosa;13738
2373;Marechal Thaumaturgo;13728
2374;Areado;13723
2375;Barrocas;13722
2376;Rio Azul;13702
2377;Caldeirão Grande;13697
2378;Boa Vista do Ramos;13677
2379;Pacaembu;13672
2380;Ribeirão do Pinhal;13666
2381;Berilo;13659
2382;Maracaí;13655
2383;Campos Altos;13646
2384;Apicum-Açu;13641
2385;Itaipava do Grajaú;13636
2386;Tijucas do Sul;13633
2387;Água Clara;13623
2388;Monte Alegre de Sergipe;13620
2389;Uruoca;13613
2390;Piripá;13597
2391;Gurinhém;13584
2392;Lagoa Nova;13574
2393;Carlópolis;13566
2394;Camapuã;13562
2395;Bom Jesus do Tocantins;13559
2396;Schroeder;13559
2397;Buenos Aires;13530
2398;Flórida Paulista;13524
2399;Nova Olinda;13522
2400;Ipaussu;13521
2401;Guapé;13500
2402;Marmeleiro;13493
2403;Soledade;13489
2404;Tangará;13482
2405;São Pedro do Piauí;13459
2406;Alvarães;13445
2407;Igrapiúna;13436
2408;Santa Luzia do Itanhy;13430
2409;Nova Bandeirantes;13425
2410;Miraí;13418
2411;Brasilândia de Minas;13406
2412;Ivaí;13392
2413;Frecheirinha;13389
2414;Alagoinha;13389
2415;Barra de Guabiraba;13384
2416;Alto Paraná;13379
2417;Peabiru;13371
2418;São Félix do Coribe;13352
2419;Choró;13316
2420;Wanderley;13300
2421;Jequeri;13276
2422;Moreira Sales;13263
2423;Tomar do Geru;13252
2424;Corupá;13248
2425;Bombinhas;13241
2426;Puxinanã;13236
2427;Quatipuru;13232
2428;Indiara;13230
2429;Bom Lugar;13222
2430;Nova Crixás;13221
2431;Pinheiro Machado;13213
2432;Sete Barras;13211
2433;Abadiânia;13209
2434;Barra de Santa Rosa;13208
2435;Marechal Floriano;13208
2436;Abre Campo;13204
2437;Cajari;13203
2438;Mirabela;13198
2439;Paulino Neves;13195
2440;Tracunhaém;13194
2441;Boa Esperança;13182
2442;Águas Vermelhas;13179
2443;Demerval Lobão;13173
2444;Conceição do Rio Verde;13164
2445;Tartarugalzinho;13160
2446;Ibaretama;13156
2447;Tarumã;13151
2448;Licínio de Almeida;13135
2449;Engenheiro Paulo de Frontin;13127
2450;Upanema;13126
2451;Arroio do Tigre;13126
2452;Manoel Ribas;13119
2453;Piçarra;13106
2454;Itaguaçu da Bahia;13097
2455;Nilo Peçanha;13092
2456;Nova Canaã do Norte;13087
2457;Sítio do Mato;13064
2458;Nova Veneza;13032
2459;Araçariguama;13027
2460;Rodrigues Alves;13020
2461;Mucajaí;13017
2462;Senador Rui Palmeira;13015
2463;Morungaba;12999
2464;Astolfo Dutra;12998
2465;Sonora;12991
2466;Anapurus;12990
2467;Mato Verde;12989
2468;Araruna;12984
2469;Matina;12976
2470;Frei Paulo;12969
2471;São Sebastião da Grama;12951
2472;Nova Londrina;12933
2473;Quatis;12923
2474;Cambuquira;12909
2475;Siderópolis;12895
2476;Pendências;12893
2477;Alto Rio Doce;12889
2478;Monte Belo;12889
2479;Salgado de São Félix;12876
2480;Belterra;12861
2481;Jacinto;12856
2482;Cerro Largo;12853
2483;Massaranduba;12840
2484;Santa Maria do Cambucá;12840
2485;Salto do Lontra;12832
2486;Itaguara;12812
2487;Patrocínio Paulista;12811
2488;Teolândia;12798
2489;Campo Novo de Rondônia;12790
2490;Cidelândia;12778
2491;Mallet;12778
2492;Duartina;12777
2493;Brejo do Cruz;12770
2494;Candiba;12766
2495;Nossa Senhora do Livramento;12766
2496;Montanhas;12762
2497;Serra Branca;12762
2498;Pacatuba;12756
2499;Cantagalo;12750
2500;Capela do Alto Alegre;12748
2501;Governador Dix-Sept Rosado;12747
2502;Guimarães;12741
2503;Santa Leopoldina;12727
2504;Brejões;12726
2505;Monte Negro;12710
2506;Vianópolis;12699
2507;Arara;12698
2508;Lamarão;12682
2509;Itiquira;12676
2510;Iaciara;12672
2511;Salto do Jacuí;12665
2512;Mogeiro;12664
2513;Cruzeiro do Sul;12661
2514;Meruoca;12656
2515;Chavantes;12652
2516;Poço Branco;12645
2517;Curuá;12644
2518;Nonoai;12632
2519;Miraíma;12625
2520;Tabocas do Brejo Velho;12620
2521;Terra Nova;12620
2522;Campestre do Maranhão;12615
2523;São João do Carú;12613
2524;Arês;12611
2525;Dário Meira;12611
2526;Governador Celso Ramos;12611
2527;Chaval;12609
2528;Nordestina;12599
2529;Martinho Campos;12593
2530;Serrolândia;12572
2531;Nova Timboteua;12568
2532;Jaqueira;12560
2533;Peri Mirim;12556
2534;Poço das Trincheiras;12544
2535;São Luís do Curu;12519
2536;Antônio Cardoso;12509
2537;Cardoso Moreira;12502
2538;Brasilândia;12494
2539;Ubaporanga;12489
2540;Aratuba;12477
2541;Maraial;12473
2542;Tapiratiba;12469
2543;Quatá;12467
2544;Olinda Nova do Maranhão;12456
2545;Pinhalzinho;12451
2546;Mirante da Serra;12446
2547;Retirolândia;12446
2548;Roncador;12442
2549;Nova Alvorada do Sul;12430
2550;Pau Brasil;12418
2551;Caetanos;12389
2552;Cananeia;12377
2553;Andrelândia;12374
2554;Primeira Cruz;12366
2555;Jardim do Seridó;12362
2556;Ubaí;12348
2557;Urupês;12347
2558;Tacaimbó;12344
2559;Itapuí;12344
2560;Mostardas;12334
2561;Iguaraci;12322
2562;Carmópolis;12317
2563;Poranga;12308
2564;Eldorado;12304
2565;Maranhãozinho;12299
2566;Itanhomi;12294
2567;Primavera;12291
2568;Jaguapitã;12286
2569;Saúde;12284
2570;Flexeiras;12271
2571;Carnaubeira da Penha;12270
2572;Novo Lino;12266
2573;Mineiros do Tietê;12258
2574;Paranatama;12256
2575;Querência do Norte;12235
2576;Nova Ponte;12233
2577;Água Doce do Maranhão;12213
2578;Lagoa Dourada;12202
2579;Miranorte;12200
2580;Bom Jesus;12194
2581;Juscimeira;12168
2582;Fagundes;12166
2583;Água Doce do Norte;12163
2584;Guamaré;12157
2585;Santa Mariana;12143
2586;Branquinha;12142
2587;Mansidão;12142
2588;Lagoa do Ouro;12136
2589;Feliz;12126
2590;Davinópolis;12118
2591;Taipu;12115
2592;Araças;12108
2593;Lebon Régis;12102
2594;Teixeiras;12101
2595;Milagres;12100
2596;Santa Cruz da Baixa Verde;12096
2597;Presidente Juscelino;12094
2598;Chã de Alegria;12094
2599;Santo Antônio das Missões;12089
2600;Seringueiras;12088
2601;São José do Campestre;12080
2602;Malhador;12074
2603;Igarapé do Meio;12073
2604;Três Barras do Paraná;12073
2605;São Sebastião do Maranhão;12062
2606;Pimenteiras;12058
2607;Paramoti;12032
2608;Carlinda;12032
2609;Carmo da Cachoeira;12028
2610;São João do Ivaí;12022
2611;Ielmo Marinho;12018
2612;Santo Amaro das Brotas;12013
2613;Ilhota;12012
2614;Santana do Mundaú;12002
2615;Acrelândia;11987
2616;São Francisco do Pará;11986
2617;Goiatins;11982
2618;Arauá;11980
2619;Urucuia;11971
2620;Ipaumirim;11966
2621;São João do Araguaia;11963
2622;Alto Alegre dos Parecis;11962
2623;Itaipé;11958
2624;Betânia;11955
2625;Iuiú;11954
2626;Paranaíta;11950
2627;Gararu;11949
2628;Paulista;11945
2629;Itapebi;11931
2630;Fortaleza dos Nogueiras;11919
2631;Gouveia;11915
2632;Palmares do Sul;11901
2633;São Jerônimo da Serra;11900
2634;Mário Campos;11899
2635;Iconha;11872
2636;Piratininga;11868
2637;Santa Terezinha de Goiás;11856
2638;Tabapuã;11851
2639;Imaruí;11847
2640;Canutama;11844
2641;Florestópolis;11841
2642;Avelino Lopes;11840
2643;Campo do Meio;11840
2644;Barros Cassal;11839
2645;Jaguari;11839
2646;Nova Aurora;11833
2647;Nova Trento;11832
2648;Gentio do Ouro;11829
2649;Porto;11824
2650;Bonito;11817
2651;Alto do Rodrigues;11817
2652;Avanhandava;11816
2653;Cortês;11812
2654;Imbaú;11811
2655;Ribeirão Bonito;11810
2656;Simplício Mendes;11802
2657;Areal;11797
2658;Governador Jorge Teixeira;11793
2659;Uraí;11793
2660;Barra do Ribeiro;11779
2661;Conceição do Castelo;11773
2662;Imaculada;11770
2663;Canápolis;11760
2664;Santa Izabel do Oeste;11753
2665;Paraíso do Norte;11743
2666;Jequiá da Praia;11741
2667;Ipaporanga;11729
2668;Ilicínea;11717
2669;Campo Alegre;11715
2670;Lima Campos;11706
2671;Mantenópolis;11692
2672;Carapebus;11671
2673;Governador Newton Bello;11666
2674;Machados;11662
2675;Rio do Pires;11659
2676;Mulungu;11642
2677;Cantá;11638
2678;Calçado;11637
2679;Patu;11634
2680;Cardoso;11632
2681;Piên;11632
2682;Ponte Serrada;11625
2683;Ferros;11615
2684;Cidreira;11615
2685;São João do Paraíso;11611
2686;Pilar;11610
2687;Quebrangulo;11607
2688;Pedras de Maria da Cruz;11606
2689;Nova Laranjeiras;11598
2690;Santa Maria do Oeste;11590
2691;Ibicuitinga;11589
2692;Jataizinho;11587
2693;Deodápolis;11586
2694;Goianápolis;11580
2695;Mar de Espanha;11566
2696;Antônio Carlos;11563
2697;Bom Retiro do Sul;11555
2698;Angicos;11544
2699;Santo Antônio do Jacinto;11532
2700;Bom Princípio;11532
2701;Macajuba;11522
2702;Dom Basílio;11518
2703;Centenário do Sul;11515
2704;Santo Amaro do Maranhão;11509
2705;Saubara;11507
2706;Iretama;11503
2707;Luís Antônio;11489
2708;Poção;11482
2709;Capela de Santana;11478
2710;Brejinho;11476
2711;Ibiraci;11476
2712;Pacoti;11473
2713;São Tomé;11445
2714;Palmares Paulista;11444
2715;Rio Novo do Sul;11440
2716;Balneário Pinhal;11440
2717;São Pedro da Água Branca;11439
2718;Paranhos;11437
2719;Açucena;11425
2720;Pedralva;11422
2721;Divinolândia;11415
2722;Tamarana;11413
2723;Itainópolis;11403
2724;Xangri-lá;11402
2725;Ferreiros;11397
2726;Inácio Martins;11397
2727;Turvo;11386
2728;Setubinha;11383
2729;Parapuã;11383
2730;Ouro Branco;11381
2731;Cristina;11381
2732;Ponto dos Volantes;11380
2733;Fronteiras;11373
2734;Colares;11367
2735;Maurilândia;11367
2736;Carmo da Mata;11358
2737;Fontoura Xavier;11357
2738;Cumaru do Norte;11348
2739;Tibau do Sul;11347
2740;Iapu;11344
2741;Estiva;11337
2742;Céu Azul;11332
2743;Piranhas;11324
2744;Manaíra;11292
2745;Paraúna;11283
2746;Caçu;11281
2747;Santa Juliana;11254
2748;Vitória do Jari;11253
2749;Itapoá;11251
2750;Lucena;11241
2751;Virginópolis;11241
2752;Sebastião Laranjeiras;11231
2753;Moita Bonita;11230
2754;Ribeirão Claro;11223
2755;Acari;11222
2756;Quilombo;11220
2757;Coité do Nóia;11217
2758;Vale do Sol;11216
2759;Jordânia;11209
2760;São Sebastião de Lagoa de Roça;11208
2761;Cerro Corá;11207
2762;São João;11198
2763;Dois Riachos;11196
2764;Bueno Brandão;11195
2765;Cachoeira de Minas;11194
2766;Botuporã;11186
2767;Itamogi;11181
2768;São João das Missões;11179
2769;Querência;11179
2770;Banzaê;11166
2771;Brejetuba;11161
2772;Xambioá;11160
2773;Palestina;11153
2774;Jerônimo Monteiro;11146
2775;Rodeio;11146
2776;Porto Xavier;11145
2777;Capitão de Campos;11142
2778;Dona Inês;11142
2779;Seberi;11131
2780;Laranja da Terra;11126
2781;Flores de Goiás;11122
2782;Balsa Nova;11118
2783;Cristais;11115
2784;Coroaci;11109
2785;Antônio Gonçalves;11107
2786;Joanópolis;11107
2787;Primeiro de Maio;11098
2788;São Félix do Araguaia;11097
2789;Ararendá;11085
2790;Areiópolis;11085
2791;Brotas de Macaúbas;11083
2792;Itapejara d'Oeste;11083
2793;Rio Paranaíba;11049
2794;Jacinto Machado;11048
2795;Marcionílio Souza;11043
2796;Cláudia;11032
2797;Catunda;11029
2798;Guaiçara;11029
2799;Tapurah;11020
2800;Canápolis;11016
2801;Itapé;11013
2802;Queluz;11012
2803;Cunha Porã;11009
2804;Igarapé Grande;11003
2805;Chapada Gaúcha;10995
2806;Ibirá;10992
2807;Arataca;10986
2808;Jauru;10972
2809;Jucati;10965
2810;São José do Jacuípe;10965
2811;Sete Quedas;10962
2812;Piraúba;10959
2813;Caapiranga;10958
2814;Chorrochó;10952
2815;São Gonçalo do Pará;10949
2816;Ventania;10948
2817;Matões do Norte;10944
2818;Cidade Gaúcha;10944
2819;Umarizal;10939
2820;General Salgado;10933
2821;São José do Calçado;10929
2822;Arraias;10928
2823;São Bento do Sapucaí;10918
2824;Getulina;10914
2825;Serrano do Maranhão;10911
2826;Resende Costa;10894
2827;Martinópole;10892
2828;Três Cachoeiras;10891
2829;Santana do Maranhão;10890
2830;Bocaina;10889
2831;Ninheira;10884
2832;Primavera;10883
2833;Guaraciaba;10883
2834;Planura;10882
2835;São Luís do Paraitinga;10872
2836;Batayporã;10870
2837;Itaueira;10861
2838;Novo Horizonte;10860
2839;Porto Firme;10857
2840;Rialma;10855
2841;Sangão;10851
2842;Duas Barras;10848
2843;Nova Olinda;10835
2844;Abaiara;10835
2845;Santa Inês;10833
2846;Mercês;10832
2847;Pintadas;10831
2848;Olivença;10828
2849;Godofredo Viana;10823
2850;Matias Cardoso;10819
2851;Mariluz;10817
2852;Érico Cardoso;10809
2853;Denise;10808
2854;Rincão;10807
2855;Bom Repouso;10806
2856;Gravatal;10802
2857;São Carlos;10800
2858;Planalto;10796
2859;Paranã;10794
2860;Campo Redondo;10793
2861;Icaraí de Minas;10792
2862;Nova Prata do Iguaçu;10791
2863;Presidente Kennedy;10786
2864;São Roque do Canaã;10786
2865;Santa Maria de Itabira;10785
2866;Bernardino de Campos;10780
2867;Urubici;10780
2868;Guaraciaba;10776
2869;Tabaporã;10776
2870;Tapera;10775
2871;Apiúna;10774
2872;Engenheiro Caldas;10772
2873;Feliz Natal;10769
2874;Matias Olímpio;10766
2875;Santa Maria Madalena;10756
2876;Palmácia;10755
2877;Itarana;10746
2878;Pirangi;10744
2879;São Ludgero;10740
2880;Missal;10739
2881;Lajes;10737
2882;Itabirinha;10734
2883;Bananal;10727
2884;Nhandeara;10726
2885;Passa e Fica;10718
2886;Irupi;10708
2887;Alcântaras;10706
2888;Duque Bacelar;10704
2889;Jucuruçu;10698
2890;Novo Oriente de Minas;10698
2891;Conceição dos Ouros;10697
2892;Eugenópolis;10684
2893;Capinzal do Norte;10683
2894;Ibiraçu;10679
2895;Cedro;10678
2896;Babaçulândia;10672
2897;Sinimbu;10669
2898;Firminópolis;10664
2899;Fervedouro;10662
2900;Joaquim Távora;10662
2901;Irineópolis;10662
2902;Caraíbas;10659
2903;Curimatá;10658
2904;Serra do Salitre;10657
2905;Ministro Andreazza;10653
2906;Vera Cruz;10652
2907;Conceição da Aparecida;10649
2908;Gilbués;10648
2909;Loreto;10646
2910;Caracol;10643
2911;Moreilândia;10643
2912;Monte Alegre do Piauí;10632
2913;Dom Inocêncio;10628
2914;Afonso Bezerra;10628
2915;São Miguel das Matas;10623
2916;Carbonita;10623
2917;Porto de Pedras;10620
2918;Monsenhor Gil;10616
2919;São Tiago;10616
2920;Marilândia;10615
2921;Parnaguá;10611
2922;Faxinal dos Guedes;10611
2923;São José do Cerrito;10611
2924;Alto Parnaíba;10606
2925;Pedro Afonso;10605
2926;Bonfim;10604
2927;Bom Jesus da Serra;10588
2928;Pirapetinga;10588
2929;Francisco Badaró;10585
2930;Edeia;10577
2931;Miradouro;10575
2932;Dionísio;10560
2933;Muquém de São Francisco;10547
2934;Senhora dos Remédios;10544
2935;Taguaí;10542
2936;São Miguel do Tocantins;10536
2937;Lagoa do Mato;10536
2938;Centralina;10536
2939;Bonito de Santa Fé;10533
2940;Baixa Grande do Ribeiro;10531
2941;Coronel Freitas;10530
2942;Arvorezinha;10530
2943;Sucupira do Norte;10529
2944;Juripiranga;10524
2945;Pirpirituba;10522
2946;Mara Rosa;10516
2947;Recreio;10514
2948;Juru;10510
2949;Natuba;10510
2950;Pariconha;10505
2951;Urucânia;10499
2952;Floresta Azul;10489
2953;Guia Lopes da Laguna;10482
2954;Maravilha;10452
2955;Alto Piquiri;10448
2956;São Domingos;10443
2957;Caém;10417
2958;Espírito Santo;10414
2959;Itapitanga;10385
2960;Santa Teresinha;10382
2961;Terra Alta;10372
2962;Roca Sales;10366
2963;Riolândia;10365
2964;Teixeira Soares;10337
2965;Nina Rodrigues;10326
2966;Governador Lindenberg;10324
2967;Nova Floresta;10310
2968;Bela Vista de Minas;10296
2969;Cavalcante;10290
2970;Cajapió;10279
2971;Angelim;10272
2972;Theobroma;10254
2973;Jaguaribara;10251
2974;Terra de Areia;10232
2975;Benedito Novo;10226
2976;Governador Archer;10224
2977;Santa Fé;10224
2978;Araguanã;10221
2979;Santa Terezinha;10198
2980;Euclides da Cunha Paulista;10180
2981;Constantina;10165
2982;Pedro de Toledo;10163
2983;Alfredo Wagner;10150
2984;Inhangapi;10134
2985;Cacimbinhas;10131
2986;Uarini;10130
2987;Cedral;10127
2988;Congonhal;10127
2989;Potiraguá;10123
2990;São Domingos;10116
2991;Itatuba;10115
2992;Petrolina de Goiás;10099
2993;Presidente Vargas;10096
2994;Arenápolis;10070
2995;Canelinha;10068
2996;Vera Cruz;10065
2997;Rio dos Cedros;10063
2998;Luís Gomes;10060
2999;Potengi;10058
3000;Redentora;10054
3001;Rio do Fogo;10048
3002;Paripueira;10027
3003;Jandaíra;10027
3004;Caatiba;10023
3005;Campinorte;10010
3006;Lençóis;10008
3007;Seridó;10007
3008;São Benedito do Sul;9989
3009;Verdejante;9989
3010;Porto Alegre do Norte;9979
3011;Novo Horizonte do Oeste;9966
3012;Valentim Gentil;9952
3013;Holambra;9951
3014;Cajobi;9939
3015;Trajano de Morais;9934
3016;Guarani;9915
3017;Glória de Dourados;9915
3018;Pantano Grande;9913
3019;Caetanópolis;9911
3020;Bocaiúva do Sul;9910
3021;Triunfo;9891
3022;Ronda Alta;9891
3023;Lago do Junco;9890
3024;São Pedro do Ivaí;9887
3025;Serra Azul;9880
3026;Paranacity;9876
3027;Porto Esperidião;9871
3028;Groaíras;9865
3029;Guadalupe;9860
3030;Aramari;9858
3031;Campo Grande;9845
3032;Rubim;9845
3033;Nova Europa;9840
3034;Beneditinos;9833
3035;Tacima;9818
3036;Pires Ferreira;9812
3037;Vitória do Xingu;9809
3038;Campo Erê;9802
3039;Belém de Maria;9797
3040;Cristino Castro;9791
3041;Ilha Comprida;9782
3042;São João do Manhuaçu;9781
3043;Sigefredo Pacheco;9779
3044;Palmeira d'Oeste;9771
3045;Montividiu;9766
3046;Corumbiara;9761
3047;Uchoa;9753
3048;Catanduvas;9751
3049;Coqueiral;9743
3050;Grossos;9741
3051;Cerro Grande do Sul;9714
3052;Cabeceiras do Piauí;9710
3053;Brejão;9707
3054;Anguera;9707
3055;Buenópolis;9704
3056;Brejolândia;9703
3057;Dores de Campos;9692
3058;Riacho dos Machados;9691
3059;Chapada;9687
3060;Catuípe;9674
3061;Irani;9664
3062;São Geraldo;9656
3063;Antônio Dias;9647
3064;Queimada Nova;9642
3065;Bom Jesus do Norte;9638
3066;Pérola;9637
3067;São Gonçalo do Rio Abaixo;9627
3068;Ipiranga do Piauí;9624
3069;Quixabeira;9624
3070;Dois Irmãos do Buriti;9622
3071;Ananás;9615
3072;São Domingos;9612
3073;Iacanga;9605
3074;Terra Nova;9596
3075;Tenente Ananias;9591
3076;Estiva Gerbi;9590
3077;Carnaubais;9578
3078;Mulungu;9577
3079;Wanderlândia;9574
3080;Sítio Novo do Tocantins;9568
3081;Santa Luzia D'Oeste;9566
3082;Coluna;9559
3083;Santanópolis;9558
3084;Lontras;9549
3085;São Romão;9541
3086;Aral Moreira;9535
3087;Águia Branca;9520
3088;Itapiranga;9515
3089;Deputado Irapuan Pinheiro;9508
3090;Serra do Mel;9505
3091;Ipuiúna;9501
3092;Agrolândia;9496
3093;Tacuru;9483
3094;Água Branca;9477
3095;Rinópolis;9473
3096;Vera;9468
3097;Santa Tereza do Oeste;9462
3098;Cachoeira de Pajeú;9450
3099;Mondaí;9449
3100;Roseira;9446
3101;Alto Garças;9445
3102;Umbuzeiro;9433
3103;Aperibé;9420
3104;Guaraci;9409
3105;Corumbá de Goiás;9408
3106;Coronel Murta;9404
3107;Varzedo;9386
3108;Cordisburgo;9385
3109;Rondon;9385
3110;Paulo de Faria;9378
3111;Paula Cândido;9377
3112;Icaraíma;9374
3113;Ibiassucê;9372
3114;Luiz Alves;9371
3115;Riachuelo;9369
3116;Leopoldo de Bulhões;9362
3117;Natividade;9355
3118;Senador Alexandre Costa;9343
3119;Santa Rita de Caldas;9335
3120;Carmo do Rio Verde;9333
3121;Santa Terezinha;9322
3122;Entre-Ijuís;9312
3123;Vera Cruz do Oeste;9301
3124;Anita Garibaldi;9299
3125;Itatiaiuçu;9292
3126;Lagoa Grande do Maranhão;9287
3127;Barracão;9275
3128;Atilio Vivacqua;9272
3129;Nova Redenção;9262
3130;Alvorada do Sul;9262
3131;Ipupiara;9259
3132;Maxaranguape;9251
3133;Santa Bárbara do Sul;9250
3134;Frei Inocêncio;9246
3135;Torrinha;9245
3136;Araguaçu;9244
3137;Ibitirama;9243
3138;Prudente de Morais;9239
3139;Rio Novo;9238
3140;Guajeru;9216
3141;São Jorge d'Oeste;9213
3142;Campo Grande;9194
3143;Bofete;9194
3144;Marilândia do Sul;9193
3145;Bonito de Minas;9187
3146;Juruena;9182
3147;Axixá do Tocantins;9175
3148;Palhano;9173
3149;Candeal;9157
3150;Capim Branco;9155
3151;Tombos;9147
3152;Pavão;9140
3153;Guiricema;9137
3154;Caputira;9135
3155;São Domingos;9130
3156;Carneirinho;9129
3157;Monte Carlo;9125
3158;Nova Bassano;9124
3159;Itaipulândia;9122
3160;Cachoeira Grande;9116
3161;São Pedro dos Ferros;9109
3162;Neves Paulista;9102
3163;São Miguel do Gostoso;9093
3164;Nova Campina;9091
3165;Dourado;9089
3166;São Sebastião do Uatumã;9079
3167;Lagoa Grande;9074
3168;General Câmara;9074
3169;Central do Maranhão;9062
3170;Calçoene;9060
3171;Vila Pavão;9059
3172;Montes Altos;9055
3173;Manduri;9051
3174;Lavínia;9050
3175;Catanduvas;9049
3176;Itauçu;9046
3177;Juruá;9032
3178;Jaborandi;9032
3179;Herculândia;9027
3180;Pacaraima;9019
3181;Alpestre;9017
3182;Vale do Paraíso;9008
3183;Ribeirão Cascalheira;9006
3184;Colmeia;9005
3185;Peixe;9002
3186;São Sebastião do Alto;8998
3187;Urânia (São Paulo);8998
3188;Vale do Anari;8981
3189;Estrela d'Oeste;8976
